Date,Ticker,Close,High,Low,Open,Volume
2023-01-25,AAPL,140.0458984375,140.60860145852004,137.03489874919626,139.0883015683729,65799300
2023-01-25,MSFT,235.8184356689453,238.45486876012572,226.30179634476667,229.81050516547126,66526600
2023-01-25,TSLA,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300
2023-01-26,AAPL,142.11903381347656,142.4053186406196,140.08536461650493,141.3391279655153,54105100
2023-01-26,MSFT,243.06126403808594,243.36508822534608,237.1807495855516,238.7978850780299,33454500
2023-01-26,TSLA,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100
2023-01-27,AAPL,144.0638427734375,145.34722141150488,141.25029755609052,141.32927632528882,70555800
2023-01-27,MSFT,243.21807861328125,244.85481998958946,241.9145627963581,244.03155156466582,26498900
2023-01-27,TSLA,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600
2023-01-30,AAPL,141.1713409423828,143.68873499989203,141.0232651416844,143.10628343226185,64015300
2023-01-30,MSFT,237.87661743164062,240.7090646327135,237.37676413120786,239.64075980634883,25867400
2023-01-30,TSLA,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800
2023-01-31,AAPL,142.44480895996094,142.4941725713441,140.46051831709534,140.87514553812727,65874500
2023-01-31,MSFT,242.8750762939453,243.01228771712016,238.11185838241346,238.60190131588413,26541100
2023-01-31,TSLA,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500
2023-02-01,AAPL,143.57025146484375,144.7351696002277,139.51282411039048,142.1289302044529,77663600
2023-02-01,MSFT,247.71669006347656,250.09829141866163,240.58166651738924,243.06128243617087,31259900
2023-02-01,TSLA,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300
2023-02-02,AAPL,148.89132690429688,149.24670877710787,146.27520596359832,146.99586653400996,118339000
2023-02-02,MSFT,259.3307189941406,259.4189231304734,252.12708209516663,253.66582404083547,39940400
2023-02-02,TSLA,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300
2023-02-03,AAPL,152.52426147460938,155.36743699431324,145.93955891955838,146.13699831650217,154357300
2023-02-03,MSFT,253.20516967773438,258.9386775277901,251.98006244096368,254.37147415992763,29077300
2023-02-03,TSLA,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000
2023-02-06,AAPL,149.7896728515625,151.14216353764462,148.85182446235734,150.6189423816567,69858300
2023-02-06,MSFT,251.65663146972656,253.15616161509,249.70627021074858,252.31330214573043,22518000
2023-02-06,TSLA,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100
2023-02-07,AAPL,152.67233276367188,153.24491754252153,148.7136179890826,148.7136179890826,83322600
2023-02-07,MSFT,262.23175048828125,263.4176459144894,254.90069804204686,255.3417486096492,50841400
2023-02-07,TSLA,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300
2023-02-08,AAPL,149.97727966308594,152.60326780122008,149.23687049310803,151.91222225530666,64120100
2023-02-08,MSFT,261.4182434082031,271.2485008005916,260.90857975282876,267.75939845000244,54686000
2023-02-08,TSLA,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600
2023-02-09,AAPL,148.940673828125,152.35643407265164,148.49643142830433,151.81346444457745,56007100
2023-02-09,MSFT,258.37017822265625,268.5238812652101,257.56650079899157,268.3474431140304,42375100
2023-02-09,TSLA,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400
2023-02-10,AAPL,149.3065185546875,149.63279778324025,147.5367173791987,147.77401547814478,57450700
2023-02-10,MSFT,257.860595703125,258.8308711332053,255.46918381235315,256.3218537248294,25818500
2023-02-10,TSLA,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100
2023-02-13,AAPL,152.11448669433594,152.5198501850578,149.21753098880535,149.24719136406156,62199000
2023-02-13,MSFT,265.9168701171875,269.1315501475347,261.82989942164016,262.31016177286494,44630900
2023-02-13,TSLA,194.63999938964844,196.3000030517578,187.61000061035156,194.4199981689453,172475500
2023-02-14,AAPL,151.4718017578125,152.03537903023067,149.15820209418638,150.40398304690967,61707600
2023-02-14,MSFT,266.7499694824219,269.4941978010345,263.91750711977755,267.24001239002024,37047900
2023-02-14,TSLA,209.25,209.82000732421875,189.44000244140625,191.94000244140625,216455700
2023-02-15,AAPL,153.57778930664062,153.74586979762776,151.15542974516777,151.38283098748437,65573800
2023-02-15,MSFT,264.61785888671875,266.0032448214542,261.53266680835156,263.63531822248893,28922400
2023-02-15,TSLA,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400
2023-02-16,AAPL,151.97605895996094,154.5664988468429,151.6201193880744,151.77830301928833,68167900
2023-02-16,MSFT,257.572998046875,262.08285555326694,257.3273629104609,259.41034406969123,29603600
2023-02-16,TSLA,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500
2023-02-17,AAPL,150.82916259765625,151.27408335489702,149.14834246660095,150.6314217151784,59144100
2023-02-17,MSFT,253.55442810058594,255.54898434486645,251.53039683731646,254.86122390687038,30000100
2023-02-17,TSLA,208.30999755859375,208.44000244140625,197.5,199.99000549316406,213738500
2023-02-21,AAPL,146.80502319335938,149.5932185903814,146.73582069413777,148.50562143126123,58867200
2023-02-21,MSFT,248.25852966308594,251.02930132977812,247.1973840242919,250.03692573640924,28397400
2023-02-21,TSLA,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600
2023-02-22,AAPL,147.23020935058594,148.2584708875877,145.4999504020457,147.19065212608928,51011300
2023-02-22,MSFT,247.1187744140625,249.89936603806962,245.96920374136064,249.65373089452532,22491100
2023-02-22,TSLA,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500
2023-02-23,AAPL,147.7146759033203,148.64407457569817,145.57905341345287,148.39689471971093,48394200
2023-02-23,MSFT,250.32186889648438,252.35572011024465,246.1067613934901,251.0980693615476,29219100
2023-02-23,TSLA,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000
2023-02-24,AAPL,145.05502319335938,145.5296042594395,144.07618560082526,145.45050490064946,55469600
2023-02-24,MSFT,244.86874389648438,246.61766478200235,243.76830333724922,245.59582926162372,24990900
2023-02-24,TSLA,196.8800048828125,197.6699981689453,192.8000030517578,196.3300018310547,142228100
2023-02-27,AAPL,146.25137329101562,147.48727255329774,145.7866739614647,146.04375066348234,44998500
2023-02-27,MSFT,245.7923583984375,248.40591997457756,245.03579794379073,248.05220476132266,21190000
2023-02-27,TSLA,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300
2023-02-28,AAPL,145.74713134765625,147.3982909462784,145.17367228142913,145.39119175781394,50547000
2023-02-28,MSFT,245.06529235839844,247.09915874368357,244.38733689663675,244.72141211898165,22491000
2023-02-28,TSLA,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900
2023-03-01,AAPL,143.6708221435547,145.56916169404062,143.37420328858403,145.1736799451875,55479000
2023-03-01,MSFT,241.9702911376953,246.54891919262562,241.49866082910683,246.38188908047658,27565300
2023-03-01,TSLA,202.77000427246094,207.1999969482422,198.52000427246094,206.2100067138672,156852800
2023-03-02,AAPL,144.26405334472656,145.05503189340783,142.27671766674902,142.75131384795435,52238100
2023-03-02,MSFT,246.72576904296875,247.01069921844766,241.3217957785109,242.24538633521718,24808200
2023-03-02,TSLA,190.89999389648438,193.75,186.00999450683594,186.74000549316406,181500700
2023-03-03,AAPL,149.32626342773438,149.40536277617727,145.66800531053465,146.3699875121459,70732300
2023-03-03,MSFT,250.832763671875,251.1570038437467,247.00086162680662,247.78689704415822,30760100
2023-03-03,TSLA,197.7899932861328,200.47999572753906,192.8800048828125,194.8000030517578,154193300
2023-03-06,AAPL,152.09469604492188,154.53683399214765,151.72887472127306,152.0551388232703,87558000
2023-03-06,MSFT,252.3852081298828,255.57846519382255,251.5107475643761,251.9528878516763,24109800
2023-03-06,TSLA,193.80999755859375,198.60000610351562,192.3000030517578,198.5399932861328,128100100
2023-03-07,AAPL,149.88987731933594,152.29245838395036,149.4251779626418,151.96617914925054,56182000
2023-03-07,MSFT,249.71267700195312,253.19087897555727,248.96595157458177,251.8251332062513,21473200
2023-03-07,TSLA,187.7100067138672,194.1999969482422,186.10000610351562,191.3800048828125,148125800
2023-03-08,AAPL,151.14552307128906,151.73876071934626,150.11726157953802,151.08620232381537,47204800
2023-03-08,MSFT,249.2705535888672,250.0958841157782,246.4310117820294,249.60461380322926,17340200
2023-03-08,TSLA,182.0,186.5,180.0,185.0399932861328,151897800
2023-03-09,AAPL,148.8912353515625,152.7966735583546,148.5352958010874,151.82773287131755,53833600
2023-03-09,MSFT,247.91464233398438,255.02822642305847,247.18755691928234,251.3535343083889,26653400
2023-03-09,TSLA,172.9199981689453,185.17999267578125,172.50999450683594,180.25,170023800
2023-03-10,AAPL,146.82484436035156,149.23732233138423,145.94488461714658,148.5155613274809,68572400
2023-03-10,MSFT,244.24974060058594,248.37640772413764,243.2770350955159,246.69627185590122,28333900
2023-03-10,TSLA,173.44000244140625,178.2899932861328,168.44000244140625,175.1300048828125,191488900
2023-03-13,AAPL,148.77261352539062,151.4124925875259,146.03385648579933,146.1426162263365,84457100
2023-03-13,MSFT,249.48670959472656,253.4070520212103,241.43969960963778,243.08054062729633,33339700
2023-03-13,TSLA,174.47999572753906,177.35000610351562,163.91000366210938,167.4600067138672,167790300
2023-03-14,AAPL,150.86866760253906,151.66952778576984,148.4067663113716,149.57344779147112,73695900
2023-03-14,MSFT,256.2367858886719,256.51189607276245,251.39285266205692,252.2673132455693,33620300
2023-03-14,TSLA,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900
2023-03-15,AAPL,151.26419067382812,151.5212522938301,148.2288147892157,149.48449268664993,77167900
2023-03-15,MSFT,260.8055419921875,261.82739246589193,254.68430413443372,255.4408794785609,46028000
2023-03-15,TSLA,180.4499969482422,182.33999633789062,176.02999877929688,180.8000030517578,145995600
2023-03-16,AAPL,154.09193420410156,154.69505367945354,149.9294186304983,150.4435569750594,76161100
2023-03-16,MSFT,271.377685546875,271.73138571783875,258.6832496805038,260.57954556148786,54768800
2023-03-16,TSLA,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800
2023-03-17,AAPL,153.2515106201172,154.97188784795392,152.53963142836827,154.31932940774055,98944600
2023-03-17,MSFT,274.55133056640625,278.38323315935025,271.49564349381546,273.4017747809038,69527400
2023-03-17,TSLA,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100
2023-03-20,AAPL,155.6244354248047,156.03971087014546,152.4110972116962,153.3207323821306,73641400
2023-03-20,MSFT,267.47705078125,272.6353891713259,265.13859924685386,272.1441188484615,43466600
2023-03-20,TSLA,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400
2023-03-21,AAPL,157.48321533203125,157.60185682514813,154.7741189081368,155.54533387337614,73938300
2023-03-21,MSFT,268.9999694824219,270.19867023704575,264.814336850172,270.08077016032206,34558700
2023-03-21,TSLA,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400
2023-03-22,AAPL,156.04957580566406,160.31095376257457,156.02979719452793,157.50299444764113,75701800
2023-03-22,MSFT,267.5359802246094,276.133210212867,267.42788516982534,268.62658586472133,34873300
2023-03-22,TSLA,191.14999389648438,200.66000366210938,190.9499969482422,199.3000030517578,150376400
2023-03-23,AAPL,157.1371612548828,159.72761624709545,155.9012620500719,157.03829837049406,67622100
2023-03-23,MSFT,272.812255859375,276.15288826078046,270.395214119826,273.08736605749635,36610900
2023-03-23,TSLA,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900
2023-03-24,AAPL,158.44229125976562,158.53127238912836,156.06937062345713,157.06797183296018,59196500
2023-03-24,MSFT,275.6714172363281,275.7303672722425,270.47376918164593,272.39954031928613,28172000
2023-03-24,TSLA,190.41000366210938,192.36000061035156,187.14999389648438,191.64999389648438,116312400
2023-03-27,AAPL,156.49449157714844,158.9564080964957,156.08911303822106,158.13576925671327,52390300
2023-03-27,MSFT,271.5545959472656,276.5458893718172,270.7095953765777,275.6026587216582,26840200
2023-03-27,TSLA,191.80999755859375,197.38999938964844,189.94000244140625,194.4199981689453,120851600
2023-03-28,AAPL,155.87159729003906,156.70213299816345,154.22043780927265,156.1879947191645,45992200
2023-03-28,MSFT,270.4246826171875,271.31879823570057,267.30018046098104,270.9749030001552,21878600
2023-03-28,TSLA,189.19000244140625,192.35000610351562,185.42999267578125,192.0,98654600
2023-03-29,AAPL,158.95640563964844,159.2332458359396,157.55242604798346,157.57218957153339,51305700
2023-03-29,MSFT,275.61248779296875,276.2314932010779,273.54914642752533,274.08953179203525,25087000
2023-03-29,TSLA,193.8800048828125,195.2899932861328,189.44000244140625,193.1300048828125,123660000
2023-03-30,AAPL,160.52847290039062,160.63723263142947,159.45077243888025,159.70783403649028,49501700
2023-03-30,MSFT,279.09063720703125,279.4934824393244,276.56553072790194,279.26751729823314,25053400
2023-03-30,TSLA,195.27999877929688,197.3300018310547,194.4199981689453,195.5800018310547,110252200
2023-03-31,AAPL,163.0398406982422,163.1387186836245,160.0835790272574,160.60759915912635,68749800
2023-03-31,MSFT,283.2664794921875,284.2195451964046,278.0590256349784,278.77629115992977,32766000
2023-03-31,TSLA,207.4600067138672,207.7899932861328,197.1999969482422,197.52999877929688,170222100
2023-04-03,AAPL,164.2955322265625,164.4141737494616,162.36753204613345,162.41697104289597,56976200
2023-04-03,MSFT,282.21514892578125,283.23696956652316,278.99241693897744,281.5175235068159,24883300
2023-04-03,TSLA,194.77000427246094,202.69000244140625,192.1999969482422,199.91000366210938,169545900
2023-04-04,AAPL,163.76156616210938,164.95790794732252,163.24742795309683,164.72062499443805,46278300
2023-04-04,MSFT,282.1659851074219,285.37891186376925,280.6823692815174,282.2151301252811,25824300
2023-04-04,TSLA,192.5800018310547,198.74000549316406,190.32000732421875,197.32000732421875,126463800
2023-04-05,AAPL,161.91268920898438,163.1881457283857,159.9748075653386,162.88164511746857,51511700
2023-04-05,MSFT,279.3755798339844,282.1365164147506,277.98038902724386,280.8592256779027,22064800
2023-04-05,TSLA,185.52000427246094,190.67999267578125,183.75999450683594,190.52000427246094,133882500
2023-04-06,AAPL,162.8025360107422,163.09915484076092,160.17253885078875,160.5976809407093,45390100
2023-04-06,MSFT,286.5087890625,286.98038926825035,277.1058701585552,278.26526064402964,29770300
2023-04-06,TSLA,185.05999755859375,186.38999938964844,179.74000549316406,183.0800018310547,123857900
2023-04-10,AAPL,160.20217895507812,160.20217895507812,158.27417943389275,159.59905960879362,47716900
2023-04-10,MSFT,284.33740234375,284.54372744768915,279.7390901341014,284.1605222699036,23103000
2023-04-10,TSLA,184.50999450683594,185.10000610351562,176.11000061035156,179.94000244140625,142154600
2023-04-11,AAPL,158.98606872558594,160.52846844172586,158.69933167596588,160.51858667978223,47644200
2023-04-11,MSFT,277.8919677734375,280.98699490817353,276.72277194835743,280.76099975689954,27276600
2023-04-11,TSLA,186.7899932861328,189.19000244140625,185.64999389648438,186.69000244140625,115770900
2023-04-12,AAPL,158.29397583007812,160.23185733032426,157.97757839276272,159.40133668736163,50133100
2023-04-12,MSFT,278.5404052734375,281.9989671295164,277.037119461826,279.8177259533784,27403400
2023-04-12,TSLA,180.5399932861328,191.5800018310547,180.30999755859375,190.74000549316406,150256300
2023-04-13,AAPL,163.6923828125,163.92968090167284,159.59908506589906,159.8067227797579,68445600
2023-04-13,MSFT,284.779541015625,284.83849104810594,278.22601253185434,278.6386627592207,24222700
2023-04-13,TSLA,185.89999389648438,186.5,180.94000244140625,182.9600067138672,112933000
2023-04-14,AAPL,163.34632873535156,164.44380780578675,161.97200945675792,162.7333124858637,49386500
2023-04-14,MSFT,281.1441650390625,283.4433063088322,278.7369287176148,281.98913551237405,20987900
2023-04-14,TSLA,185.0,186.27999877929688,182.00999450683594,183.9499969482422,96438700
2023-04-17,AAPL,163.36610412597656,163.52430285260365,162.17964384959518,163.22768401184308,41516200
2023-04-17,MSFT,283.7577209472656,286.5088526923991,281.16382928530817,284.86799665280347,23836200
2023-04-17,TSLA,187.0399932861328,189.69000244140625,182.69000244140625,186.32000732421875,116662200
2023-04-18,AAPL,164.5921173095703,165.52151594579726,163.78136017187086,164.22629596467013,49923000
2023-04-18,MSFT,283.335205078125,286.6660318350577,281.99896436302697,286.47934673739593,20161800
2023-04-18,TSLA,184.30999755859375,187.69000244140625,183.5800018310547,187.14999389648438,92067000
2023-04-19,AAPL,165.73902893066406,166.26304897753164,163.67259403000486,163.92967071563345,47720200
2023-04-19,MSFT,283.41387939453125,284.00337983189127,279.5721416256665,280.99680766230375,17150300
2023-04-19,TSLA,180.58999633789062,183.5,177.64999389648438,179.10000610351562,125732700
2023-04-20,AAPL,164.77008056640625,165.9763194310247,163.69238005042013,164.21640012100644,52456400
2023-04-20,MSFT,281.1146545410156,283.9836860604295,280.1026390020825,280.26968408422516,23244400
2023-04-20,TSLA,162.99000549316406,169.6999969482422,160.55999755859375,166.1699981689453,210970800
2023-04-21,AAPL,163.1584930419922,164.57235465877127,162.63447292379246,163.1881534195007,58337300
2023-04-21,MSFT,280.7707824707031,281.271857735347,278.11791113062174,280.03387709676457,21676400
2023-04-21,TSLA,165.0800018310547,166.0,161.32000732421875,164.8000030517578,123539000
2023-04-24,AAPL,163.46498107910156,163.73193954278202,162.04122272168698,163.13870186497232,41949600
2023-04-24,MSFT,276.8504333496094,279.9749350122071,273.85369673777154,277.1648535144223,26611000
2023-04-24,TSLA,162.5500030517578,165.64999389648438,158.61000061035156,164.64999389648438,140006600
2023-04-25,AAPL,161.92257690429688,164.43391748853472,161.88301968061162,163.32655661191464,48714100
2023-04-25,MSFT,270.61138916015625,276.6834838571945,270.56224413132526,274.6299772681223,45772200
2023-04-25,TSLA,160.6699981689453,163.47000122070312,158.75,159.82000732421875,121999300
2023-04-26,AAPL,161.91268920898438,163.41554697412082,160.96352700012233,161.22058862196803,45498800
2023-04-26,MSFT,290.2130126953125,294.3396952159119,287.6191210991788,291.5198084868981,64599200
2023-04-26,TSLA,153.75,160.6699981689453,153.13999938964844,160.2899932861328,153364100
2023-04-27,AAPL,166.51022338867188,166.65852525119462,163.32654598880194,163.32654598880194,64902300
2023-04-27,MSFT,299.5079040527344,299.87146934222784,290.09517621917394,290.8026068068044,46462600
2023-04-27,TSLA,160.19000244140625,160.47999572753906,152.3699951171875,152.63999938964844,127015200
2023-04-28,AAPL,167.76589965820312,167.93399523157063,165.98621681699632,166.58933625125528,55209200
2023-04-28,MSFT,301.8954772949219,303.53630353885956,298.0144293789497,298.70221989068983,36446700
2023-04-28,TSLA,164.30999755859375,165.0,157.32000732421875,160.89999389648438,122515800
2023-05-01,AAPL,167.67689514160156,168.52719430592447,166.73761486496383,167.37039458585585,52472900
2023-05-01,MSFT,300.22509765625,303.21202941946285,299.82225241970167,301.6104834742064,21294100
2023-05-01,TSLA,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000
2023-05-02,AAPL,166.63876342773438,168.42835824019505,165.65004401355455,168.17128153704527,48425700
2023-05-02,MSFT,300.0777282714844,303.7818955393081,298.60391737135024,302.3867046786464,26404400
2023-05-02,TSLA,160.30999755859375,165.49000549316406,158.92999267578125,161.8800048828125,128259700
2023-05-03,AAPL,165.56106567382812,168.9919233057137,165.27434367702065,167.58794352434566,65136000
2023-05-03,MSFT,299.0853576660156,303.2218452657529,298.78077247368105,301.26659903403873,22360800
2023-05-03,TSLA,160.61000061035156,165.0,159.91000366210938,160.00999450683594,119728000
2023-05-04,AAPL,163.91978454589844,165.15568380990734,162.45648404157697,163.0299431104764,81235400
2023-05-04,MSFT,300.0777282714844,302.3867046786464,298.1028120701816,300.8932237762644,22519900
2023-05-04,TSLA,161.1999969482422,162.9499969482422,159.64999389648438,162.7100067138672,95108500
2023-05-05,AAPL,171.61203002929688,172.33379095243657,168.8337158986843,169.05123536921852,113316400
2023-05-05,MSFT,305.2262268066406,306.52318757549443,298.9576130752729,300.38230891776885,28181200
2023-05-05,TSLA,170.05999755859375,170.7899932861328,163.50999450683594,163.97000122070312,107440900
2023-05-08,AAPL,171.54283142089844,171.88888927687347,170.16851193401882,170.53433331738626,55962800
2023-05-08,MSFT,303.2611389160156,304.7840947802389,300.7458374723301,304.71530974445443,21318600
2023-05-08,TSLA,171.7899932861328,173.8000030517578,169.19000244140625,173.72000122070312,112249400
2023-05-09,AAPL,169.8323516845703,171.58237432630546,169.6642711810136,171.09791142977792,45326900
2023-05-09,MSFT,301.6399841308594,304.6269161479535,300.9620286732827,302.62252479578075,21340800
2023-05-09,TSLA,169.14999389648438,169.82000732421875,166.55999755859375,168.9499969482422,88965000
2023-05-10,AAPL,171.6021270751953,172.0668263741992,169.96084934197563,171.06822526711633,53724500
2023-05-10,MSFT,306.8572692871094,307.53522473722796,302.29829624410297,303.23169187465317,30078000
2023-05-10,TSLA,168.5399932861328,174.42999267578125,166.67999267578125,172.5500030517578,119840700
2023-05-11,AAPL,171.7899627685547,172.62048328430694,170.22778460607333,171.8888407242357,49514700
2023-05-11,MSFT,304.6956787109375,305.68805440207467,300.9129210456276,304.6858736936846,31680200
2023-05-11,TSLA,172.0800018310547,173.57000732421875,166.7899932861328,168.6999969482422,103889900
2023-05-12,AAPL,170.8593292236328,172.3345492571858,169.3048853057611,171.89890853860956,45497800
2023-05-12,MSFT,303.5755310058594,305.22619180341667,301.2469148834561,305.1279317592097,19758100
2023-05-12,TSLA,167.97999572753906,177.3800048828125,167.22999572753906,176.07000732421875,157577100
2023-05-15,AAPL,170.36427307128906,171.49297161869612,169.77021484316816,171.44346424843133,37266700
2023-05-15,MSFT,304.0570068359375,304.48932710036144,302.2196607045156,303.7033066112777,16336500
2023-05-15,TSLA,166.35000610351562,169.75999450683594,164.5500030517578,167.66000366210938,105592500
2023-05-16,AAPL,170.36427307128906,171.42365827881974,170.09694535788182,170.28506430037106,42110300
2023-05-16,MSFT,306.29718017578125,308.2327862505442,304.4205241349901,304.4205241349901,26730300
2023-05-16,TSLA,166.52000427246094,169.52000427246094,164.35000610351562,165.64999389648438,98288800
2023-05-17,AAPL,170.97811889648438,171.21573009717264,168.7306172756303,170.00783790944186,57951600
2023-05-17,MSFT,309.1921691894531,309.61557800525054,305.9820752690315,307.5083603764243,24315000
2023-05-17,TSLA,173.86000061035156,174.5,167.19000244140625,168.41000366210938,125473600
2023-05-18,AAPL,173.31472778320312,173.50284672542747,170.86921174934298,171.2850464654308,65496700
2023-05-18,MSFT,313.6429138183594,314.1549709785042,308.91642188816326,309.7140170257551,27276000
2023-05-18,TSLA,176.88999938964844,177.05999755859375,172.4499969482422,174.22000122070312,109520300
2023-05-19,AAPL,173.4236297607422,174.6414324508558,173.20580942819797,174.6414324508558,55772400
2023-05-19,MSFT,313.46575927734375,313.8694852016011,311.5259215707128,311.8902515376422,27529500
2023-05-19,TSLA,180.13999938964844,181.9499969482422,176.30999755859375,177.1699981689453,136024200
2023-05-22,AAPL,172.47315979003906,172.97811385055638,171.73059450812943,172.25533943207657,43570900
2023-05-22,MSFT,316.26226806640625,317.65068255774975,313.1408221240689,313.72178477500375,24115700
2023-05-22,TSLA,188.8699951171875,189.32000732421875,180.11000061035156,180.6999969482422,132001400
2023-05-23,AAPL,169.85931396484375,171.66127945739515,169.5820908286863,171.41375772100255,50747300
2023-05-23,MSFT,310.43292236328125,317.7786905434151,310.4230658616671,315.12987593584427,30797200
